,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
258,Tural Abbasov,M,18.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
259,Tran Abbasova,F,33.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Featherweight,
260,Simona Abbate,F,28.0,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,
261,Franz Abb,M,,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
262,Christian Abbiati,M,23.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
263,Lois Abbingh,F,23.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
264,Alessandro Abbio,M,29.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,
267,Salwan Jasim Abbood Abbood,M,24.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,
268,"George ""Ioannis"" Abbot",M,,Thessalonki-1,GRE,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Bronze
269,"William ""Bill"" Abbott Jr.",M,42.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
270,"William ""Bill"" Abbott Jr.",M,46.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,
271,Clare Abbott,F,30.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
272,Clare Abbott,F,30.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
273,"David ""Dave"" Abbott",M,26.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",
274,"Desmond ""Des"" Abbott",M,21.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
275,Geoffrey Grant Abbott,M,23.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
279,Jeremy Abbott,M,19.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
280,Joanne Abbott,F,41.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
281,"Kathryn ""Katie"" Abbott",F,21.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,
282,Mara Katherine Abbott,F,30.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
283,Margaret Ives Abbott (-Dunne),F,23.0,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,Gold
284,Mary Perkins Ives Abbott (Perkins-),F,42.0,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,
285,Matt Abbott,M,34.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,
286,Monica Cecilia Abbott,F,23.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
287,Khadija Abbouda,F,40.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,
288,Mohamed Ibrahim Abd El-Fatah Mohamed,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
289,Mohamed Ibrahim Abd El-Fatah Mohamed,M,26.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
290,Mohamed Ibrahim Abd El-Fatah Mohamed,M,34.0,Egypt,EGY,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
291,Mahmoud Abd El-Kader,M,23.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
292,Mohamed Ibrahim Abd El-Salam,M,22.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,
293,Mohamed Ibrahim Abd El-Salam,M,26.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
294,Noha Abd Rabo,F,21.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,
295,Reem Wa'il Abdalazem Abdalazem El-Bossaty,F,15.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,
296,Reem Wa'il Abdalazem Abdalazem El-Bossaty,F,15.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
297,Reem Wa'il Abdalazem Abdalazem El-Bossaty,F,19.0,Egypt,EGY,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
298,Ali Abdalla Afringi,M,25.0,Eritrea,ERI,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",
299,Hossam Abdalla,M,28.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
300,Hosam Abdallah,M,25.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,
301,Hosam Abdallah,M,29.0,Egypt,EGY,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
302,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
303,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
304,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
305,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
306,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
307,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
308,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
309,Ismail Abdallah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
310,Maged Abdallah,M,22.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",
311,Nia Nicole Abdallah,F,20.0,United States,USA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver
312,Omari Abdallah,M,21.0,Tanzania,TAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
313,Omari Abdallah,M,29.0,Tanzania,TAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
314,Ould Lamine Abdallah,M,,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 10,000 metres",
315,Younis Abdallah Rabee,M,23.0,Kuwait,KUW,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
316,Raida Abdallah Bader,F,19.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 3,000 metres",
317,Maha Abdalsalam Gouda,F,18.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,
318,Mahmoud Abdel Aziz,M,25.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
319,Mohamed Abdel Ellah,M,32.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",
320,Mohamed Abdel Fatah,M,,Sudan,SUD,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
321,Ali Mohamed Badawi Abdel Fattah Badawi,M,19.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
322,Abdelgani Hassan Abdel Fattah,M,31.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Marathon,
323,Mahmoud Atter Abdel Fattah,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,
324,Mohamed Abdel Fattah,M,23.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
325,Sayed Abdel Gadir,M,23.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,
326,Sayed Abdel Gadir,M,32.0,Sudan,SUD,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,
327,Ibrahim Saad Abdel Galil,M,,Sudan,SUD,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
328,Ibrahim Saad Abdel Galil,M,,Sudan,SUD,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
329,Heba Abdel Gawad,F,18.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,
330,Heba Abdel Gawad,F,22.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,
331,Sara Abdel Gawad,F,18.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,
332,Gamal Amin Abdel Ghani,M,29.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
333,Abdel Sattar Abdel Hadj,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
334,Ragy Abdel Hady,M,30.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
335,Osman Abdel Hafeez,M,31.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Individual",
336,Osman Abdel Hafeez,M,31.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",
337,Osman Abdel Hafeez,M,31.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
338,Osman Abdel Hafeez,M,35.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",
339,Osman Abdel Hafeez,M,35.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",
340,Mohamed Abdel Hafiz,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
341,Moustafa Ali Abdel Halim,M,32.0,Egypt,EGY,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,
342,Mohamed Abdel Hamed,M,24.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
343,Hwad Ibrahim Abdel Hamid Lumomba,M,,Sudan,SUD,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,
344,Ibrahim Abdel Hamid,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",
345,Tamer Mohamed Abdel Hamid,M,20.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
346,Ahmed El-Sayed Abdel Hamid Mobarak,M,25.0,Egypt,EGY,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
347,Dorri Abdel Kader Said,M,21.0,Egypt,EGY,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
348,Dorri Abdel Kader Said,M,21.0,Egypt,EGY,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
349,Dorri Abdel Kader Said,M,21.0,Egypt,EGY,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
350,Dorri Abdel Kader Said,M,25.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
351,Dorri Abdel Kader Said,M,25.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Freestyle,
352,Dorri Abdel Kader Said,M,33.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
353,Moustafa Mounib Abdel Kader,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,
354,Mohamed Ali Abdel Kerim,M,24.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Light-Heavyweight,
355,Mohamed Ali Abdel Kerim,M,32.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Light-Heavyweight,
356,Mohamed Abdel Khaled,M,24.0,Tunisia,TUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,
357,Abdel Latif Abdel Latif,M,28.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
358,Walid Abdel Maksoud,M,29.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
359,Amir Abdel Meguid,M,23.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,
360,Amir Abdel Meguid,M,27.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,
361,Mohamed Abdel Mohamed,M,24.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,
362,Karim Abdel Mohsen,M,25.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
363,Awad Abdel Nabi Awad,M,19.0,Egypt,EGY,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
364,Awad Abdel Nabi Awad,M,23.0,Egypt,EGY,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,
365,Ahmed Abdel Naeim,M,23.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
366,Ahmed Abdel Naeim,M,31.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
367,Moustafa Abdel Naser,M,21.0,Libya,LBA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
368,Ali Abdel Radi,M,24.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
369,Amin Abdel Rahman,M,18.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
370,Amin Abdel Rahman,M,22.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,
371,Mohamed Fathallah Abdel Rahman,M,21.0,Egypt,EGY,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",
372,Mohamed Fathallah Abdel Rahman,M,33.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",
373,Mohamed Fathallah Abdel Rahman,M,33.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
374,Mohamed Fathallah Abdel Rahman,M,37.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",
375,Mohamed Fathallah Abdel Rahman,M,37.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",
376,Mohamed Fathallah Abdel Rahman,M,37.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",
377,Mohamed Fathallah Abdel Rahman,M,37.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",
378,Fathi Ali Abdel Rahman,M,20.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Welterweight,
379,Ibrahim Abdel Rahman,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
380,Khaled Abdel Rahman,M,27.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
381,Sameh Abdel Rahman,M,16.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",
382,Sameh Abdel Rahman,M,21.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Individual",
383,Sameh Abdel Rahman,M,21.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",
384,Yasser Abdel Rahman Sakr,M,30.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
385,Samy Abdel Razek,M,28.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",
386,Samy Abdel Razek,M,36.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
387,Samy Abdel Razek,M,36.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
388,Mohamed Youssef Abdel Razik,M,21.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
389,Ibrahim Ahmed Abdel Rehim,M,21.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",
390,Kamal Abdel Rehim,M,26.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,
391,Reskalla Mohamed Abdel Rehim,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,
392,Ahmed Ali Abdel Samad,M,27.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,
393,Ali Abdel Sami,M,28.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
394,Mohamed Abdel Sami,M,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
395,Sameh Abdel Waress Muhammad,M,24.0,Egypt,EGY,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
396,Mohamed Said Abdel Wehab,M,22.0,Egypt,EGY,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,
397,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
398,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
399,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
400,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
401,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
402,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
403,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,
404,Mahmoud Abdel-Aal,M,19.0,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
405,Mohamed Abdel-El,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
406,Shaimaa Abdel-Latif-Hashad,F,23.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",
407,Shaimaa Abdel-Latif-Hashad,F,27.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",
408,Shaimaa Abdel-Latif-Hashad,F,35.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
409,Sanad Bushara Abdel-Nadif,M,,Sudan,SUD,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
410,Ahmed Abdelaal,M,27.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
411,Mahmoud Abdelaal,M,24.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
412,Mohamed Ali Abdelaal,M,26.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
413,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
414,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
415,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
416,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
417,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
418,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
419,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,
420,Moustafa Abdelal,M,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
421,Mahmod Abdelaly,M,41.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",
422,Ibrahim Ramadan Ibrahim Abdelbaki,M,24.0,Egypt,EGY,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middleweight,
423,Ibrahim Ramadan Ibrahim Abdelbaki,M,28.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,
424,Aziza Abdelfattah,F,17.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
425,Abdalla Abdelgadir El-Sheikh,M,21.0,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",
426,Magdi Abdelghani Sayed Ahmed,M,25.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
427,Ragab Abdelhay Saad Abdelrazek Abdallah,M,21.0,Egypt,EGY,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,
428,Ragab Abdelhay Saad Abdelrazek Abdallah,M,25.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,
429,Ben Ahmed Abdelkrim,M,20.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 5,000 metres",
430,Mohamed Abdellah,M,36.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",
431,Mohamed Abdellah,M,40.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",
432,Ayoub Abdellaoui,M,23.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
433,Leila Abdelmoez,F,19.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
434,Sayed Abdelmonem Sayed Hamed,M,23.0,Egypt,EGY,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
435,Ahmed Abdelrahman,M,20.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,
436,Ihab Abdelrahman El-Sayed Abdelrahman,M,23.0,Egypt,EGY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,
437,Raouf Abdelraouf,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,
438,Raouf Abdelraouf,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,
439,Raouf Abdelraouf,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,
440,Raouf Abdelraouf,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,
441,Raouf Abdelraouf,M,22.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,
442,Abouelfetoh Abdelrazek,M,21.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
443,Mamdouh Abdelrehim,M,26.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
444,El-Hachemi Abdenouz,M,24.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",
445,Rda Abdenouz,M,19.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,
446,Rda Abdenouz,M,23.0,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,
